Title,Uploader,Views,Likes,Comments,Upload Date,Duration (Seconds),Duration (Minutes),Tags,URL
What Is Cyber Security | How It Works? | Cyber Security In 7 Minutes | Cyber Security | Simplilearn,Simplilearn,3762611,69834,3000,10-06-2020,427,7.12,"cyber security, cyber security basics, cyber security course, cyber security explained, cyber security explained simply, cyber security simplilearn, cyber security training for beginners, cybersecurity, ddos, how cyber security companies work, how cyber security works, how to become a cyber security expert, introduction to cybersecurity, malware, phishing, simplilearn, what cyber security looks like, what cybersecurity do, what is cyber security, cybersecurity for beginners",https://www.youtube.com/watch?v=inWWhr5tnEA
Defense Against Cyber Attacks and Other Threats | 60 Minutes Full Episodes,60 Minutes,1335123,10897,1000,20-07-2024,3218,53.63,"60 minutes, cbs news, cyber attack news, cyber security, cyber outage, crowdstrike, crowd strike outage, crowd strike news, crowd strike issue, crowd strike microsoft, electric grid, five eyes, terrorism, russia, hacking, cybersecurity news, cyber security explained",https://www.youtube.com/watch?v=zPodxy8zlX0
CYBERSECURITY RoadMap : How to become Ethical Hacker in 2024?,Apna College,1211826,48020,1400,16-02-2024,513,8.55,"C++, C++ coding, C++ full course, C++ placement course, how to code, programming, college placement course, C++ language, java, java language, java full course, java placement, java code, java coding",https://www.youtube.com/watch?v=vK4Mno4QYqk
God-Tier Cybersecurity Roadmap,Mad Hat,265096,15997,568,22-11-2024,857,14.28,"day in the life, a day in the life of a software engineer, software engineer working from home, a day in the life working from home, programming, programmer, software engineer, wfh, a day in the life of a cyber security analyst, cyber security, hack, hacker, hacking, what do cyber security analysts do, daily basis, network chuck, soc analyst, ethical hacking, mr indian hacker, what do security engineers do, expectation vs reality, social engineering, jobs, mad hat, learning, beginners",https://www.youtube.com/watch?v=kniqKffY7yw
Cyber Security Full Course 2024 | Cyber Security Course Training For Beginners 2024 | Simplilearn,Simplilearn,1619920,34151,224,06-01-2023,40011,666.85,"cyber security, cyber security course, cyber security training for beginners, cyber security complete course, cyber security tutorial, cyber security projects, learn cyber security, learn cyber security course free, learn cyber security from scratch, learn cyber security free, cyber security full course for beginners, cyber security classes for beginners, cybersecurity, learn cyber security step by step, cybersecurity for beginners, cybersecurity course, simplilearn",https://www.youtube.com/watch?v=hXSFdwIOfnE
COMPLETE Cybersecurity Roadmap,Sajjaad Khader,81596,9578,60,25-10-2024,46,0.77,,https://www.youtube.com/watch?v=-6z-dizJrc0
Cybersecurity Mastery: Complete Course in a Single Video | Cybersecurity For Beginners,Nerd's lesson,1231587,47447,1100,01-02-2024,136118,2268.63,"cybersecurity, cyber security, cybersecurity roadmap, cybersecurity bootcamp, cybersecurity for beginners, all about cybersecurity, cybersecurity basics, cybersecurity basics for beginners, cybersecurity beginner course, basics of cybersecurity, basics of cybersecurity for beginners, best cybersecurity courses, cybersecurity crash course, cybersecurity compliance analyst",https://www.youtube.com/watch?v=s19BxFpoSd0
Cybersecurity in the age of AI | Adi Irani | TEDxDESC Youth,TEDx Talks,71946,1579,47,04-01-2024,479,7.98,"AI, Data, English, TEDxTalks, Technology, [TEDxEID:55552]",https://www.youtube.com/watch?v=qVET1vD3NtQ
#cybersecurity #onlinesafety #cybersecurityawareness #hackerprevention  #scambaiting #darkweb,Cyber-Anti-Scam,624,4,1,03-03-2025,34,0.57,,https://www.youtube.com/watch?v=jjESmi3DnoU
AI vs Cyber Security,ThePrimeTime,464063,21217,270,31-07-2024,46,0.77,"programming, software engineer, software engineering, developer, web design, web development, programmer humor",https://www.youtube.com/watch?v=ULKC4NISWE4
What is Cloud Computing ?,Apna College,2151411,66685,1400,21-08-2021,310,5.17,"C++, C++ coding, C++ full course, C++ placement course, how to code, programming, college placement course, C++ language",https://www.youtube.com/watch?v=8C_kHJ5YEiA
Cloud Computing For Beginners | What is Cloud Computing | Cloud Computing Explained | Simplilearn,Simplilearn,2221197,31307,701,18-05-2018,1477,24.62,"cloud computing tutorial for beginners, cloud computing tutorial, cloud computing, cloud computing architecture, cloud computing explained, introduction to cloud computing, what is cloud computing, what is cloud computing for beginners, what is cloud computing with example, why cloud computing, what is cloud computing technology, types of cloud computing, cloud computing with aws, cloud computing with amazon web services, aws tutorial, aws, simplilearn aws, simplilearn",https://www.youtube.com/watch?v=RWgW-CgdIk0
Cloud Computing In 6 Minutes | What Is Cloud Computing? | Cloud Computing Explained | Simplilearn,Simplilearn,2650339,49094,1400,28-07-2020,383,6.38,"cloud computing, what is cloud computing, cloud computing explained, what is cloud computing for beginners, what is cloud computing and how it works, what is cloud computing explained in simple animation, cloud computing explained simply, cloud computing explained in simple terms, cloud computing for beginners, introduction to cloud computing, cloud computing overview, cloud computing basics, simplilearn cloud computing, simplilearn, what is the cloud, cloud computing roadmap",https://www.youtube.com/watch?v=M988_fsOSWo
"Cloud Computing Services Models - Saas, Paas and Iaas explained in Hindi",Gate Smashers,644696,14235,377,02-06-2019,611,10.18,"saas paas iaas youtube, difference between iaas paas saas, saas paas iaas azure, Types of Cloud Computing Services, Types of Cloud Computing, Cloud Computing, How Cloud Computing Works, cloud computing pros and cons, what is cloud computing?, Basics of cloud computing, benefits of cloud computing, cloud computing explained, Amazon Web services, IaaS PaaS SaaS, Cloud Computing (Industry), Google app engine, Windows Azure, Azure, Rackspace, EC2, GoGrid",https://www.youtube.com/watch?v=lsvpvCU6Oxs
Cloud Computing Explained,PowerCert Animated Videos,1009520,28161,614,17-11-2021,517,8.62,"cloud computing, What is the cloud, what is cloud computing, cloud computing for beginners, cloud computing architecture, cloud computing tutorial for beginners, iaas vs paas vs saas, cloud computing explained, what is cloud computing for beginners, cloud technology, cloud computing tutorial, introduction to cloud computing, what is cloud computing and how it works, cloud computing basics, why cloud computing",https://www.youtube.com/watch?v=_a6us8kaq0g
Cloud Computing RoadMap : How to become Cloud Engineer in 2024 ?,Apna College,699557,21592,707,19-02-2024,583,9.72,"C++, C++ coding, C++ full course, C++ placement course, how to code, programming, college placement course, C++ language, java, java language, java full course, java placement, java code, java coding",https://www.youtube.com/watch?v=70oYrSnRgoI
Cloud Computing Full Course | Cloud Computing Tutorial For Beginners | Cloud Computing | Simplilearn,Simplilearn,739761,11828,157,25-11-2019,25148,419.13,"aws, aws cloud computing full course, azure, cloud computing, cloud computing architecture, cloud computing basics, cloud computing complete course, cloud computing explained, cloud computing full course, cloud computing tutorial, cloud computing tutorial for beginners, complete cloud computing tutorial, google cloud, simplilearn, simplilearn cloud computing, what is cloud computing, what is cloud computing and how it works, what is cloud computing course",https://www.youtube.com/watch?v=EN4fEbcFZ_E
Cloud Computing Full Course In 11 Hours | Cloud Computing Tutorial For Beginners | Edureka,edureka!,1323267,19215,184,19-11-2020,37062,617.7,"yt:cc=on, cloud computing full course, cloud computing, cloud computing tutorial for beginners, cloud computing tutorial, cloud computing complete course, cloud computing course, cloud tutorial, cloud computing basics, what is cloud computing, complete cloud computing tutorial, introduction to cloud computing, what is cloud computing course, cloud computing fundamentals, aws training, cloud computing explained, Edureka cloud computing, Edureka",https://www.youtube.com/watch?v=2LaAJq1lB1Q
Availity Modernizes Healthcare Technology through Collaboration with AWS | Amazon Web Services,Amazon Web Services,223,8,0,03-03-2025,165,2.75,"AWS, Amazon Web Services, Cloud, AWS Cloud, Cloud Computing, Amazon AWS, Migration, Modernization, Healthcare, Generative AI, Amazon Q, Amazon Q Business, Amazon Q Developer, AWS Training and Certification, AWS Professional Services, Availity",https://www.youtube.com/watch?v=IGfITij1GVY
What is Cloud Computing? | Amazon Web Services,Amazon Web Services,987076,10489,126,15-07-2021,191,3.18,"AWS, Amazon Web Services, Cloud, cloud computing, AWS Cloud, what is cloud, cloud technology, how to cloud computing, cloud 101, cloud computung 101, develop in cloud",https://www.youtube.com/watch?v=mxT233EdY5c
Complete Software Engineering in one shot | Semester Exam | Hindi,KnowledgeGATE by Sanchit Sir,839097,12854,1600,17-12-2023,21474,357.9,"knowledgegate, knowledge gate, knowledge gate sanchit jain, sanchit jain, GATE, NET, University Exam preparation, software engineering full course, software engineering knowledge gate, software engineering btech 2nd year, software engineering playlist, software engineering aktu, software engineering important questions, complete software engineering in one video, one shot video knowledege gate, software engineering aktu playlist, software engineering one shot nptel",https://www.youtube.com/watch?v=NlLM3sVF8wY
Software Engineering  Unit-1 | Complete One Shot 🔥| Easiest Explanation | SPPU SE |,HK_OFFICIAL_,12680,210,36,10-02-2025,6952,115.87,"Software Engineering, SE, Unit-1, sppu, sppu SE, one shot",https://www.youtube.com/watch?v=pRqCtkgt7zs
Complete Software Engineering in One Shot (4 Hours) | In Hindi,5 Minutes Engineering,212561,4337,222,10-03-2024,14170,236.17,,https://www.youtube.com/watch?v=Wnk_pArBylM
SE 1 : Introduction to Software Engineering | Nature of Software | SE Full Course,CS & IT Tutorials by Vrushali 👩‍🎓,237809,2467,64,07-02-2023,893,14.88,"software engineering, what is software engineering?, software engineering in hindi, what is software engineering in hindi, software engineering kya hai, introduction to software engineering, software engineering tutorial, what is software engineering and it's needs, what is software engineering with examples, definitions of software engineering, characteristics of software engineering, definition and introduction of software engineering, how to become a software engineer, sepm, sppu",https://www.youtube.com/watch?v=IHx9ImEMuzQ
How to Become a Great Software Developer — Best Advice from Top-Notch Engineers,EngX Space,289131,11485,167,19-02-2024,671,11.18,"anywhere club, awclub, aw club, it, tech, programming, technology, it career, machin learning, software engineer, Tech Interviews, AI Insights, software developer, how to get to tech, Andrey Breslav, Andrew Breslaw, egor tolstoy, pavel veller, epam, epam systems, roman elizarov, dmitry jemerov, kotlin, jetbrains, how to become good software engineer, how to be succesful software developer, software developers advices, Good Software Developer, Best Advices for Engineers",https://www.youtube.com/watch?v=suATPK45sjk
introduction to software engineering in hindi | Learn Coding,Learn Coding,1049577,16524,667,07-11-2021,733,12.22,"software engineering, what is software engineering?, software engineering in hindi, what is software engineering in hindi, software engineering kya hai, introduction to software engineering, software engineering tutorial, what is software engineering and it's needs, what is software engineering with examples, definitions of software engineering, characteristics of software engineering, definition and introduction of software engineering, how to become a software engineer",https://www.youtube.com/watch?v=b7hmU72GRaE
